FeatureIndex_1,FeatureIndex_2,FeatureIndex_3,FeatureIndex_4,FeatureIndex_5,FeatureIndex_6,FeatureIndex_7,FeatureIndex_8,FeatureIndex_9,FeatureIndex_10,FeatureIndex_11,FeatureIndex_12,FeatureIndex_13,FeatureIndex_14,FeatureIndex_15,FeatureIndex_16,FeatureIndex_17,FeatureIndex_18,FeatureIndex_19,FeatureIndex_20,FeatureIndex_21,FeatureIndex_22,FeatureIndex_23,FeatureIndex_24,FeatureIndex_25,FeatureIndex_26,FeatureIndex_27,FeatureIndex_28,FeatureIndex_29,FeatureIndex_30,FeatureIndex_31,FeatureIndex_32,FeatureIndex_33,FeatureIndex_34,FeatureIndex_35,FeatureIndex_36,FeatureIndex_37,FeatureIndex_38,FeatureIndex_39,FeatureIndex_40,FeatureIndex_41,FeatureIndex_42,FeatureIndex_43,FeatureIndex_44,FeatureIndex_45,FeatureIndex_46,FeatureIndex_47,FeatureIndex_48,FeatureIndex_49,FeatureIndex_50,FeatureIndex_51,FeatureIndex_52,FeatureIndex_53,FeatureIndex_54,FeatureIndex_55,FeatureIndex_56,FeatureIndex_57,FeatureIndex_58,FeatureIndex_59,FeatureIndex_60,FeatureIndex_61,FeatureIndex_62,FeatureIndex_63,FeatureIndex_64,TransientName
12,5,12,20,5,19,6,0,12,15,18,18,20,20,19,11,13,11,10,7,18,21,11,12,20,5,16,4,4,11,11,11,17,5,23,10,4,10,23,23,15,5,11,23,10,7,17,20,6,19,5,5,11,18,18,20,6,0,5,0,5,20,20,15,Gaia16bjq
18,12,12,18,21,14,21,3,21,14,12,16,11,12,3,14,13,13,3,23,23,20,11,18,13,21,12,17,21,18,16,21,18,3,23,12,12,20,13,10,21,3,18,1,14,3,13,18,14,11,18,18,18,20,12,21,12,18,18,18,3,18,3,12,SN2010id
14,21,13,12,11,12,21,13,14,3,21,1,21,23,13,14,3,18,20,3,5,20,13,13,14,13,11,7,7,5,13,21,13,14,20,21,21,13,18,3,18,12,18,14,13,13,11,14,13,14,3,18,12,14,14,21,18,18,12,11,18,20,14,14,SDSS-IISN5134
8,6,0,1,0,0,1,19,8,6,5,0,0,5,19,0,6,5,19,11,7,12,17,3,8,12,17,4,4,7,18,12,6,5,7,7,4,17,12,12,6,7,7,7,17,5,7,19,0,5,5,15,12,20,12,6,19,0,1,5,19,19,6,8,SN2003hj
19,2,2,19,19,8,8,23,19,2,19,11,19,19,8,0,0,11,3,7,7,11,8,0,2,0,12,4,4,7,11,8,8,19,7,4,4,4,5,19,2,19,19,21,4,7,11,8,5,0,19,19,12,11,8,19,19,2,8,11,8,2,6,19,SN2018jjn
12,18,12,18,20,18,13,21,21,3,18,14,13,13,20,3,23,13,11,13,21,5,13,13,3,14,11,17,10,1,12,14,21,14,18,12,10,18,14,23,3,14,18,11,14,11,12,20,10,5,23,20,3,12,21,14,4,21,3,14,12,23,18,12,SDSS-IISN21035
19,20,5,5,5,11,5,5,20,5,11,8,10,10,5,5,1,5,15,11,4,7,19,11,20,5,19,4,4,10,19,20,11,5,3,4,4,11,5,5,15,15,10,4,16,19,5,5,3,5,11,10,19,5,2,11,20,5,20,11,5,5,5,20,iPTF14axt
11,11,5,5,11,5,1,11,11,20,11,1,15,5,1,20,19,20,12,17,20,15,19,11,11,20,7,4,4,17,1,11,5,0,17,4,4,4,12,5,18,1,19,20,17,12,12,5,1,5,3,19,19,11,14,5,23,11,1,11,11,2,2,5,LSQ14dtr
20,20,23,5,20,20,3,5,5,2,11,20,1,5,20,5,13,20,20,11,2,23,5,16,11,20,5,22,4,11,3,20,3,20,16,16,7,20,3,1,20,15,23,4,2,20,11,1,20,13,5,11,5,1,20,20,18,13,20,20,18,20,5,20,PSc470015
8,2,11,19,12,12,12,19,8,11,19,17,12,20,12,11,11,20,13,10,10,13,12,2,20,13,18,22,22,21,3,2,2,20,21,7,4,17,13,2,20,20,17,17,10,20,19,2,20,18,12,12,20,11,2,8,5,5,11,3,12,19,2,8,LSQ14fom
9,9,9,9,6,9,9,9,9,9,9,6,8,6,9,9,9,6,6,23,2,8,9,9,9,9,8,22,22,6,9,9,9,9,6,14,22,6,9,9,9,6,8,2,8,6,9,9,9,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,SN1983U
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,22,10,9,6,19,9,9,9,21,10,9,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,SN2005G
20,3,11,20,20,11,11,20,19,5,20,5,15,20,15,12,20,11,15,23,21,15,5,11,20,11,5,22,22,2,5,1,5,19,20,3,22,1,20,1,18,20,15,5,19,11,5,20,20,5,5,5,5,11,19,20,11,20,12,5,20,20,18,11,SDSS-IISN7051
0,15,5,20,12,12,18,15,15,6,0,11,10,18,17,20,13,19,23,11,4,16,18,20,15,19,2,4,4,7,2,0,20,19,10,4,4,18,11,5,3,18,16,7,16,11,13,1,5,20,21,21,2,1,15,0,5,20,12,5,15,20,5,15,SN2004C
9,9,16,4,11,9,9,9,9,6,9,18,9,9,9,9,9,9,6,2,2,6,6,9,9,6,6,16,16,6,6,9,9,9,6,11,16,6,6,9,9,9,9,19,11,6,9,9,9,9,9,6,6,6,9,9,9,9,9,9,9,9,9,9,SN2019pgv
0,1,3,5,20,0,6,9,0,3,14,23,2,11,19,9,0,12,13,7,16,2,11,9,15,13,21,4,4,23,2,0,0,13,20,7,4,16,23,0,9,18,18,21,7,23,23,6,9,19,5,20,3,11,14,19,9,0,1,20,21,13,1,6,SN1981J
4,7,17,3,21,3,14,13,13,13,13,18,3,23,18,11,13,18,3,3,18,23,11,23,13,23,23,4,4,12,23,18,14,12,20,17,4,3,18,14,3,12,3,23,3,18,16,20,11,23,18,13,20,13,20,14,14,13,3,3,20,3,13,23,PSc370528
19,8,19,19,19,5,19,19,2,8,19,0,16,18,11,19,2,0,0,21,4,21,19,19,2,0,19,4,4,12,0,0,2,0,16,4,4,19,0,8,19,19,21,4,10,19,8,19,19,11,18,10,8,19,8,8,19,19,5,19,19,19,19,2,SN1997bz
21,21,21,18,11,3,18,16,18,3,20,16,23,13,14,20,21,13,12,3,13,13,23,3,18,20,19,7,22,1,13,23,21,12,18,20,21,13,12,20,20,3,13,18,3,14,13,13,14,21,11,19,13,21,14,14,13,10,18,12,12,20,13,13,SDSS-IISN18878
23,18,23,20,20,14,18,13,12,20,23,3,20,11,20,11,3,16,11,3,21,13,22,14,18,10,20,10,22,21,7,16,11,2,10,7,7,13,3,23,13,18,21,21,11,23,11,3,13,20,11,18,18,14,18,14,11,11,14,14,12,1,3,18,LSQ15hj
5,20,19,5,5,11,11,5,5,5,5,19,5,5,19,20,20,15,5,11,3,20,5,18,5,5,11,22,22,3,5,18,5,5,11,14,7,11,5,11,12,19,5,11,5,11,5,20,5,5,5,19,20,19,0,5,5,5,20,5,20,20,5,20,SDSS-IISN4558
11,11,8,8,19,6,9,8,18,11,18,18,11,2,19,19,11,23,16,10,10,11,11,20,12,18,10,4,4,10,18,11,5,11,16,7,4,10,16,18,8,5,18,18,10,16,16,18,19,6,8,2,20,18,11,1,0,0,0,19,19,1,1,21,SN1997aa
8,6,6,6,8,8,6,8,21,20,2,8,8,8,6,6,21,12,21,17,5,8,8,6,1,12,10,4,4,17,11,1,19,5,20,7,4,7,21,12,8,8,19,19,11,12,21,17,6,6,8,8,8,19,8,19,8,6,8,6,8,6,6,8,SN2017gea
15,20,17,12,15,0,19,5,15,20,17,7,15,15,0,19,15,15,12,4,7,0,15,0,19,15,20,4,4,5,0,19,19,0,19,7,4,12,15,0,5,15,15,20,4,17,15,15,0,0,15,0,7,17,15,0,19,15,19,6,20,17,17,20,SN2017nf
13,1,11,3,3,14,3,14,11,1,23,13,21,13,13,11,3,13,18,21,10,10,21,11,11,5,21,22,22,10,13,3,20,14,10,7,22,21,21,3,23,12,21,10,21,21,3,23,23,3,18,14,20,13,3,14,23,3,23,20,23,11,3,11,SN2016dgt
18,20,16,18,12,20,3,13,21,21,18,20,20,14,3,13,3,14,3,20,20,18,14,18,18,21,13,21,7,1,14,3,20,18,20,12,21,11,14,18,14,13,12,13,3,18,14,13,14,13,12,3,14,23,13,23,21,12,18,14,14,18,14,18,PSc150132
20,16,13,12,12,20,18,18,21,23,16,13,13,18,13,13,23,18,13,20,3,14,12,18,13,12,2,21,7,23,13,18,16,18,14,20,3,18,13,3,12,14,12,13,18,18,18,21,18,21,11,12,16,5,18,13,18,16,12,21,18,7,10,13,SDSS-IISN20459
23,10,10,21,3,15,6,9,8,16,10,4,21,3,15,9,0,23,10,4,7,3,1,9,0,23,16,4,4,21,14,1,20,12,23,22,4,7,18,15,6,5,16,23,4,7,7,19,9,6,1,10,10,10,10,18,6,9,6,5,4,10,7,14,SN2003in
18,20,3,21,20,13,21,18,21,23,18,3,23,13,13,13,14,18,23,18,11,18,13,20,11,21,23,22,22,2,18,21,20,18,10,21,7,11,13,5,16,18,18,18,18,13,11,12,7,10,5,3,5,18,13,1,20,3,14,14,14,3,18,14,DES17C2gjd
11,2,19,2,11,11,2,2,11,19,1,2,19,0,11,19,2,8,8,1,13,1,19,18,2,11,10,4,4,4,14,18,11,11,17,4,4,21,2,2,23,11,11,19,1,2,11,19,2,19,2,19,1,2,0,11,11,2,11,11,19,2,5,11,AT2015cd
11,18,20,11,8,8,8,2,1,11,18,21,16,23,2,2,2,19,11,18,4,14,2,2,2,2,23,4,4,21,2,19,2,2,7,4,4,2,2,2,8,2,1,10,10,23,1,19,2,8,2,11,18,14,18,2,2,2,8,8,11,11,11,11,PTF12dlz
9,9,9,9,9,9,9,9,6,0,0,0,6,0,0,0,6,1,0,1,21,6,1,0,0,1,14,4,4,7,1,1,1,1,14,7,4,16,2,1,0,1,19,14,16,8,1,6,6,0,0,6,6,6,6,9,6,9,9,9,9,9,9,9,SN2006aa
9,9,9,9,6,9,9,9,9,6,8,0,0,0,0,6,6,1,18,18,5,6,0,9,6,0,20,4,4,3,0,6,6,0,0,21,4,18,19,6,9,0,0,0,5,18,1,9,9,6,0,0,0,6,6,9,9,9,9,9,9,9,9,9,SN2006bz
21,21,11,8,8,0,0,1,12,7,7,21,19,0,8,1,3,10,10,22,21,3,6,8,8,10,10,22,4,7,21,6,8,11,10,22,22,7,21,11,2,8,5,14,22,7,7,18,0,8,8,11,21,7,7,10,19,1,8,8,19,11,12,18,SN2016hgn
18,13,20,18,12,18,20,13,3,20,11,20,11,23,20,13,11,18,2,23,21,8,18,11,14,11,3,22,22,16,20,13,12,11,18,10,22,11,20,13,18,5,3,23,14,5,0,4,21,20,3,20,3,18,3,21,18,20,18,5,3,18,14,20,PSc300226
11,13,11,3,11,18,11,18,21,13,18,18,18,20,20,13,23,11,11,21,18,21,23,23,3,14,16,22,22,18,13,13,18,11,20,18,4,21,14,11,3,13,20,11,3,14,13,13,13,18,13,22,16,1,14,3,21,12,23,21,23,18,14,13,SDSS-IISN4969
21,1,23,18,14,14,13,18,4,21,11,3,20,18,14,20,14,1,23,21,3,3,23,3,3,3,10,22,22,21,20,13,14,23,20,7,10,21,12,18,14,13,3,19,18,3,3,14,18,1,21,11,20,13,5,14,12,14,3,12,12,18,3,20,SN2018hfx
0,1,13,6,0,9,0,9,0,1,21,21,8,6,6,6,0,3,3,11,1,11,6,9,9,1,1,4,4,5,1,6,9,1,19,21,4,1,3,9,9,6,5,11,23,1,1,6,9,9,6,19,13,3,3,6,0,6,9,9,19,0,19,0,SN2012fi
3,15,6,0,21,6,9,9,0,1,6,3,14,3,18,6,6,9,1,3,0,21,13,1,6,8,1,10,21,18,14,3,14,21,8,18,18,17,10,18,12,12,18,16,18,12,7,11,10,18,17,17,16,23,4,7,4,4,4,7,21,16,4,10,SN2018cur
9,6,6,9,9,9,9,6,9,6,6,8,8,6,6,9,6,8,0,3,11,19,6,9,6,6,3,4,4,11,0,9,9,0,11,10,4,18,0,9,9,6,0,11,3,19,0,6,9,6,6,0,0,0,6,6,6,9,6,6,9,9,9,9,SN2012er
8,8,6,6,8,8,8,8,8,6,8,6,8,6,9,9,8,6,0,2,2,6,4,1,8,6,2,22,22,19,4,10,8,6,8,23,10,8,6,9,8,6,6,8,8,8,6,8,8,6,6,6,6,8,6,8,8,6,6,6,6,6,6,8,SN2019nzo
23,18,3,23,21,3,13,18,3,18,12,18,11,14,21,13,18,18,20,23,20,23,13,14,3,21,20,7,22,3,13,18,20,12,21,5,7,13,18,3,12,5,13,3,18,13,21,14,14,13,18,12,14,23,3,23,23,18,18,14,11,21,20,14,SDSS-IISN16302
18,18,13,23,18,21,14,12,18,3,20,11,3,14,3,3,21,23,3,5,18,23,18,18,13,3,18,16,7,13,3,18,18,13,20,16,21,20,18,23,12,17,13,18,20,20,13,13,5,20,21,20,18,3,12,12,10,22,11,14,13,14,23,20,SN2001gg
21,12,18,23,11,21,23,13,18,18,3,3,18,18,14,20,18,12,11,23,13,3,18,18,13,20,14,10,22,14,20,3,14,21,11,17,21,13,13,18,12,10,20,23,22,23,20,11,12,14,18,1,22,5,13,12,13,21,12,14,19,17,14,20,SDSS-IISN19031
6,6,8,3,20,11,8,9,6,8,2,14,18,16,16,23,6,8,21,21,5,4,7,2,9,1,12,7,14,4,4,23,8,19,5,12,7,18,7,23,0,6,0,18,19,18,16,16,9,9,8,21,18,18,10,23,6,9,9,9,9,6,8,11,SN2012gm
6,6,6,6,19,3,0,6,6,9,0,1,23,23,8,9,9,6,0,3,13,1,0,9,9,6,1,4,4,18,8,9,6,6,5,10,22,16,8,9,9,6,1,1,10,16,9,9,9,6,1,23,19,6,6,6,6,6,1,1,6,6,6,6,SN2001ex
13,13,21,14,18,13,18,14,21,11,18,14,18,21,13,20,14,3,23,1,14,18,14,13,20,18,18,10,10,1,18,21,23,3,13,3,13,13,23,23,13,20,3,13,13,20,18,18,12,14,18,11,18,13,13,18,20,18,13,13,11,18,18,21,SN2018ctv
14,11,3,10,22,22,22,1,14,11,18,2,1,16,3,3,13,18,3,13,13,13,3,13,14,3,10,10,10,10,3,3,11,13,14,7,10,20,14,11,14,13,3,20,18,20,23,12,18,18,20,11,2,13,18,20,11,3,3,12,14,3,18,18,SN2012dv
9,0,14,17,21,12,21,8,9,19,21,10,21,17,10,6,9,18,13,10,21,18,18,8,6,18,3,7,22,16,11,0,6,10,21,10,22,18,10,8,6,21,21,10,16,23,18,9,6,21,21,18,23,17,18,6,19,21,10,10,14,3,0,6,SN2001fc
11,14,12,23,13,3,13,12,3,11,23,23,3,12,18,12,21,12,11,16,12,20,13,20,2,13,3,22,22,11,13,20,14,3,23,10,22,18,12,20,3,23,12,3,21,1,13,13,11,13,14,23,5,21,20,18,14,18,3,12,13,14,3,7,SDSS-IISN16470
21,14,13,20,13,13,18,12,14,16,21,18,12,23,20,20,12,23,14,19,3,3,12,20,13,20,5,10,22,3,13,13,18,12,17,16,10,1,18,20,14,11,5,2,3,14,14,18,13,23,20,3,23,16,5,14,20,13,14,16,13,13,10,14,PTF11cus
13,21,18,18,18,13,18,14,14,3,18,18,23,13,13,21,18,23,12,5,23,18,14,2,13,18,3,10,4,13,3,12,18,21,23,20,7,5,13,3,12,20,1,3,19,12,13,14,20,11,22,18,21,3,13,20,21,3,7,15,12,18,14,14,SDSS-IISN19743
5,1,11,2,11,5,1,20,3,2,11,19,19,19,19,1,20,19,19,18,18,2,2,5,5,19,21,4,4,18,1,5,23,20,11,4,4,7,11,11,11,19,2,11,18,2,19,5,11,8,21,10,8,5,5,18,1,20,2,2,5,5,11,5,SN2016fhy
3,11,20,20,1,11,20,20,1,3,1,5,5,13,11,5,13,11,1,21,10,11,5,3,3,5,14,4,4,10,11,1,20,20,18,7,4,14,18,20,11,11,20,11,18,19,5,11,5,20,13,11,5,20,5,20,3,13,5,20,18,20,3,11,SN2018fio
3,20,3,11,3,11,18,20,3,5,18,19,4,19,11,20,13,20,8,17,4,3,5,5,21,11,0,17,4,5,3,3,15,23,5,19,22,19,3,5,14,22,14,23,4,16,5,18,1,14,19,19,23,19,20,5,20,11,20,20,5,20,11,20,PTF10yzt
8,2,18,18,5,8,20,19,19,11,21,5,18,21,2,23,8,17,3,8,16,14,18,11,5,7,1,4,4,10,12,1,19,18,18,17,4,23,11,12,5,23,21,21,23,8,21,8,19,21,19,20,11,12,14,6,19,17,19,19,19,3,11,18,SN2020by
21,13,13,18,18,21,20,18,13,23,18,14,23,23,3,18,14,14,12,7,3,5,12,23,18,3,21,4,7,14,23,11,1,23,1,7,7,10,10,14,13,18,18,11,13,12,12,12,13,13,23,20,14,20,13,11,14,11,14,23,13,20,18,11,SN2019eji
6,6,6,9,0,13,20,0,6,0,6,9,12,13,5,9,6,0,9,17,7,11,15,9,6,9,15,4,4,18,0,9,6,9,12,7,4,11,6,9,9,6,12,10,11,6,6,6,9,20,17,5,0,9,0,6,0,13,19,0,6,9,6,6,SN2006bm
19,5,11,18,18,13,5,13,22,10,11,11,3,15,20,20,18,14,22,19,20,20,3,12,11,11,8,7,22,1,11,5,11,20,20,20,10,1,20,12,1,13,20,3,19,20,20,11,14,11,11,11,12,11,20,23,11,13,1,12,3,20,20,20,SDSS-IISN16458
21,16,3,14,18,12,17,18,14,21,18,21,18,18,21,21,12,14,18,20,12,23,2,18,11,18,18,12,7,18,18,13,21,14,10,12,12,16,11,17,17,14,18,14,16,18,13,18,18,12,3,21,21,13,14,21,16,12,12,21,12,18,21,18,DES15C1pkx
23,20,5,18,12,5,20,20,5,5,11,5,20,3,1,20,20,20,5,18,20,15,15,5,20,11,3,4,4,23,18,19,5,19,19,17,4,13,22,5,18,20,3,11,3,5,8,5,19,5,1,5,11,3,5,13,20,13,11,5,3,5,20,20,PTF11mzs
3,21,18,18,14,12,21,20,18,18,3,11,12,13,20,21,18,14,18,23,19,23,20,3,13,3,7,22,22,18,18,14,21,23,11,21,7,10,13,3,12,18,14,23,19,18,18,13,13,14,2,21,20,18,11,18,21,13,13,3,20,18,3,13,SDSS-IISN18475
20,17,12,11,13,2,8,8,19,19,18,18,20,11,12,8,19,12,21,7,7,16,5,13,19,7,7,4,4,4,18,3,19,10,10,4,4,7,7,3,19,11,12,17,7,17,1,19,2,8,21,16,18,11,23,11,8,0,19,19,11,1,5,19,SN2019grm
14,13,13,13,11,14,14,11,21,3,18,14,18,16,22,14,3,13,18,5,11,1,10,23,11,18,1,22,22,1,18,13,13,12,18,11,18,3,18,20,13,14,3,3,3,5,14,12,18,23,5,18,3,16,5,18,14,3,12,12,23,22,16,5,PSc310009
6,6,6,6,6,6,5,0,6,6,6,6,0,18,18,6,6,6,9,19,10,21,19,6,6,6,15,4,4,17,6,6,6,6,12,10,4,15,6,6,6,19,21,21,15,6,6,6,6,18,11,0,6,9,9,6,0,19,6,6,9,5,4,6,SN2019prw
3,18,13,13,13,13,21,3,20,23,21,3,20,3,23,3,20,3,3,2,18,3,13,13,20,13,3,22,22,11,3,23,21,14,3,12,4,3,13,23,23,18,3,11,11,20,14,18,3,1,14,12,14,12,14,11,16,22,4,7,5,3,14,3,SDSS-IISN13520
11,19,2,11,5,5,19,11,5,19,19,8,19,19,19,19,5,19,19,12,18,19,0,5,11,19,20,4,4,11,0,19,11,19,5,4,4,12,19,19,5,2,0,19,17,19,19,19,2,19,19,19,8,19,19,5,11,11,11,19,11,5,5,19,SN2019ulu
16,6,8,9,9,9,9,9,10,23,11,8,2,6,6,6,10,10,16,16,23,8,6,9,17,7,10,22,22,16,16,2,13,10,10,10,7,7,16,23,15,13,13,7,7,7,10,10,15,13,13,12,12,10,10,7,9,15,15,15,20,20,18,18,SN1937A
13,13,13,13,13,11,18,21,12,21,13,3,20,23,14,18,23,18,18,5,11,18,13,13,3,20,3,10,7,5,12,23,13,12,3,14,21,18,13,18,14,18,3,2,16,11,13,13,11,11,13,11,18,14,21,14,14,3,21,18,13,14,18,18,SDSS-IISN18313
19,12,5,11,16,11,2,7,6,19,20,11,18,7,16,4,6,0,5,20,11,11,23,16,6,6,6,11,3,11,2,2,4,6,6,5,11,20,14,23,4,8,6,9,19,19,2,23,11,6,0,0,0,6,6,23,0,15,5,20,0,0,9,8,SN2012ee
8,9,16,2,9,6,6,8,6,9,11,23,9,6,6,6,6,2,9,6,0,0,8,6,6,6,0,4,4,17,19,6,8,8,18,21,4,18,19,6,6,6,6,8,19,0,8,6,6,8,6,9,6,6,6,6,6,6,8,0,0,6,6,6,SN2016cwh
16,12,23,13,14,13,14,18,3,11,13,11,23,2,16,13,20,11,12,11,14,20,11,18,14,13,3,22,22,1,18,20,14,14,11,17,22,11,5,11,13,12,11,14,18,3,13,14,21,11,10,22,1,13,12,16,21,13,14,18,11,14,18,20,SDSS-IISN20854
6,6,6,9,6,6,6,6,0,19,19,8,0,6,6,6,1,18,3,12,20,19,19,0,1,3,21,4,4,10,18,19,19,18,21,4,4,10,14,1,19,19,19,20,21,18,18,1,6,6,8,8,0,19,19,0,6,9,6,6,9,6,6,6,SN2019blo
20,18,23,13,18,18,13,21,12,21,23,18,18,3,21,13,18,13,11,11,20,23,13,13,21,20,11,22,22,11,13,23,18,21,11,11,10,11,20,12,12,13,14,3,3,1,13,3,14,23,12,20,13,18,14,13,11,20,20,3,12,13,14,18,SDSS-IISN10997
15,15,0,6,6,9,9,9,1,13,7,12,1,19,0,9,1,7,7,4,7,5,20,6,0,17,4,4,4,7,5,6,6,19,21,7,4,7,17,0,6,0,19,18,4,7,10,20,9,0,0,0,19,12,3,0,9,9,9,6,9,6,6,15,SN2001dk
11,5,5,5,20,5,5,20,11,5,5,19,5,5,19,5,5,5,19,15,19,5,15,5,20,19,11,4,22,20,11,20,20,5,5,21,7,5,19,5,5,5,20,5,0,19,5,11,11,5,5,5,5,5,5,19,20,11,5,3,2,5,20,20,SDSS-IISN18307
9,9,6,6,6,6,9,9,9,9,6,19,1,19,6,9,9,6,0,14,21,1,6,9,9,6,1,4,4,13,6,9,9,6,1,21,4,3,6,9,9,6,19,3,14,0,6,9,9,6,0,19,19,6,6,9,9,9,9,6,6,9,9,9,SN2016cvl
5,1,8,2,11,8,19,19,11,20,11,11,2,5,19,19,11,18,18,10,16,2,11,19,11,18,10,4,4,10,18,2,11,11,23,7,4,7,18,11,5,11,5,11,21,16,18,18,19,0,19,19,11,11,11,11,8,19,8,19,5,19,19,2,SN2012da
16,5,14,3,13,21,3,10,14,13,18,18,23,20,23,21,20,5,11,20,18,23,18,3,14,21,13,7,22,17,13,18,3,18,10,4,7,14,3,1,14,13,11,3,18,3,18,21,12,23,3,14,18,16,3,3,14,3,10,5,21,20,14,21,PTF11dsb
20,1,3,1,14,10,3,1,1,11,1,10,7,7,10,23,11,1,10,16,10,21,23,5,5,1,7,22,22,22,10,1,3,3,10,22,10,7,21,1,11,1,14,10,13,10,14,1,3,11,21,4,10,21,3,2,3,5,23,14,3,11,19,20,SN2012gz
11,12,18,18,14,23,13,14,14,12,23,18,11,23,21,23,11,20,1,20,13,11,21,23,18,21,23,4,22,21,3,20,17,13,20,4,4,3,20,20,20,18,1,18,13,23,14,18,3,3,18,3,20,12,3,23,21,13,13,14,3,14,13,18,ESSENCEk490
17,5,1,0,0,0,0,0,10,7,12,1,19,0,6,6,19,10,7,4,13,1,19,6,17,2,10,4,4,10,5,0,5,10,23,23,4,4,17,5,19,5,10,16,2,7,4,10,6,5,15,21,16,2,18,7,0,6,0,0,20,12,23,3,SN2001eo
21,3,21,14,13,18,23,13,23,5,13,13,13,3,13,12,12,20,11,18,11,16,12,3,11,12,14,22,17,3,14,16,13,21,18,20,12,14,5,14,16,13,21,11,13,11,18,18,18,20,3,20,21,21,14,18,23,13,23,18,18,13,21,18,SDSS-IISN21586
11,14,20,21,14,21,3,21,12,18,11,14,3,13,12,13,13,20,14,1,18,3,13,13,21,23,11,4,4,20,14,3,18,16,11,12,7,23,12,14,11,18,23,3,20,18,1,23,12,18,12,11,20,12,13,21,14,14,18,12,14,13,18,12,SDSS-IISN13252
6,6,6,0,0,6,6,6,6,19,1,19,9,6,6,9,0,19,19,21,20,9,6,6,0,9,5,4,4,18,9,6,0,0,0,10,4,18,6,6,6,0,9,0,18,19,19,6,6,6,0,6,0,1,0,6,0,9,6,0,0,0,6,6,SN1940C
8,6,8,8,0,8,8,2,21,2,6,6,8,0,8,8,18,10,10,23,8,8,8,8,6,2,22,4,22,2,6,8,8,6,8,16,4,22,16,8,6,3,6,8,8,14,10,10,17,4,6,8,8,8,8,11,8,19,8,19,8,8,8,8,SN2019pph
9,19,18,18,0,0,0,20,12,3,12,12,11,18,6,15,0,12,1,21,10,18,20,7,1,12,12,4,4,16,5,12,0,20,3,7,4,10,2,0,6,5,21,12,21,2,8,15,8,0,20,12,18,3,12,3,19,6,6,0,19,19,5,5,SN2016fhn
2,2,2,8,12,4,16,23,2,2,2,8,2,23,23,2,8,8,8,2,16,21,23,8,16,2,8,16,10,23,8,2,2,2,18,21,14,19,2,2,2,2,16,14,1,8,2,2,2,14,16,2,8,8,8,2,2,2,2,2,2,2,2,2,SN2018fjc
13,21,14,14,20,18,13,11,14,20,11,20,18,13,20,3,11,11,18,19,14,11,14,13,21,13,11,22,22,3,13,3,11,14,11,14,22,3,18,18,18,18,18,18,20,3,13,13,13,23,13,19,18,21,18,11,20,12,18,10,16,5,13,13,SDSS-IISN5487
9,9,9,9,9,9,9,9,9,9,6,0,6,0,6,9,9,6,6,0,1,0,9,9,9,6,1,4,4,14,6,9,9,9,19,21,4,19,0,9,9,9,0,19,6,6,9,9,9,9,6,6,6,9,9,9,9,9,9,9,9,9,9,9,SN2018hdp
6,5,5,12,11,18,11,0,0,18,19,18,10,11,18,5,6,11,21,17,7,10,18,19,20,18,21,22,4,10,16,0,20,21,10,7,7,7,21,19,15,12,16,7,21,12,11,11,1,12,21,11,10,18,12,8,0,20,20,20,20,19,9,6,SN2015bg
0,1,0,0,0,0,6,6,19,3,1,19,1,11,5,6,0,0,8,18,11,6,1,19,0,0,15,4,4,19,0,1,0,1,0,3,4,1,0,0,6,1,1,0,3,11,21,5,0,0,0,11,1,20,1,5,6,6,0,0,0,0,0,0,PTF10llv
20,5,12,18,5,5,20,5,11,5,11,17,19,5,15,20,11,0,1,7,16,11,5,20,12,3,19,4,7,8,19,5,5,3,15,18,4,11,11,3,5,3,15,2,4,16,19,20,11,20,3,19,10,12,5,5,20,5,11,5,5,17,20,11,SN2006ny
2,2,2,1,2,11,2,2,11,11,2,1,2,2,19,2,2,2,0,1,8,8,2,2,1,19,23,4,4,23,2,2,2,11,8,18,4,18,17,2,11,2,2,2,2,19,12,2,2,2,2,2,2,2,8,11,2,2,11,19,11,2,11,11,PSc460038
20,3,3,12,12,12,11,13,13,18,23,5,20,20,18,2,11,18,11,1,21,5,5,18,13,20,11,4,22,10,20,11,12,5,18,4,7,1,3,18,3,3,3,11,1,14,5,23,13,13,11,5,5,18,18,11,20,14,11,13,11,13,18,20,SN2006mb
18,21,20,12,13,12,21,16,14,10,20,23,3,23,18,18,20,18,1,21,3,11,14,20,20,11,23,22,22,5,18,13,14,18,1,23,22,13,3,12,14,12,11,11,21,11,18,23,3,14,14,3,20,18,11,18,13,13,13,12,13,13,13,21,PTF11mvg
8,6,8,2,2,1,2,1,8,2,23,23,14,14,14,1,2,23,14,21,22,10,21,23,23,21,10,4,4,4,10,23,16,17,7,4,4,22,14,23,14,21,10,10,22,14,23,19,23,23,16,23,23,23,2,8,19,2,2,2,2,8,8,6,SN2008cq
6,9,6,0,0,0,20,15,6,6,0,1,13,12,21,3,0,0,5,17,7,18,5,3,1,20,17,4,4,10,20,3,5,20,20,4,4,12,12,0,20,13,3,7,10,19,5,6,13,21,12,20,19,19,0,6,0,20,15,0,6,6,9,6,SN2016hhv
