FeatureIndex_1,FeatureIndex_2,FeatureIndex_3,FeatureIndex_4,FeatureIndex_5,FeatureIndex_6,FeatureIndex_7,FeatureIndex_8,FeatureIndex_9,FeatureIndex_10,FeatureIndex_11,FeatureIndex_12,FeatureIndex_13,FeatureIndex_14,FeatureIndex_15,FeatureIndex_16,FeatureIndex_17,FeatureIndex_18,FeatureIndex_19,FeatureIndex_20,FeatureIndex_21,FeatureIndex_22,FeatureIndex_23,FeatureIndex_24,FeatureIndex_25,FeatureIndex_26,FeatureIndex_27,FeatureIndex_28,FeatureIndex_29,FeatureIndex_30,FeatureIndex_31,FeatureIndex_32,FeatureIndex_33,FeatureIndex_34,FeatureIndex_35,FeatureIndex_36,FeatureIndex_37,FeatureIndex_38,FeatureIndex_39,FeatureIndex_40,FeatureIndex_41,FeatureIndex_42,FeatureIndex_43,FeatureIndex_44,FeatureIndex_45,FeatureIndex_46,FeatureIndex_47,FeatureIndex_48,FeatureIndex_49,FeatureIndex_50,FeatureIndex_51,FeatureIndex_52,FeatureIndex_53,FeatureIndex_54,FeatureIndex_55,FeatureIndex_56,FeatureIndex_57,FeatureIndex_58,FeatureIndex_59,FeatureIndex_60,FeatureIndex_61,FeatureIndex_62,FeatureIndex_63,FeatureIndex_64,TransientName
20,20,19,20,20,5,5,20,11,15,20,5,11,5,5,15,20,20,5,11,11,11,5,5,20,5,11,22,22,23,5,20,18,5,11,23,4,18,11,5,11,11,5,11,1,11,20,5,20,5,20,5,11,20,5,5,23,5,5,20,11,19,20,20,PSc560087
20,14,23,13,18,3,14,13,18,13,11,14,3,18,13,3,23,14,18,7,21,12,23,21,13,11,10,7,7,17,18,14,3,11,18,7,7,7,14,18,14,18,11,20,17,3,3,13,3,14,14,23,18,3,3,14,21,13,20,5,13,13,12,13,PS16azp
20,12,13,23,21,22,17,4,20,20,3,20,18,11,20,7,13,3,3,23,18,12,3,11,13,18,5,22,22,3,11,18,3,20,20,11,22,20,3,11,23,20,3,11,23,3,11,20,18,3,12,20,2,3,1,23,20,18,12,20,14,12,11,3,SDSS-IISN15663
11,23,2,2,2,1,2,23,2,2,2,8,2,2,1,11,2,2,2,10,8,8,2,2,11,2,12,4,4,2,23,2,2,2,8,12,4,21,19,2,2,2,2,0,2,2,2,23,2,2,2,2,19,2,23,2,2,2,2,23,2,19,2,2,SN2019uiq
16,10,16,18,21,12,21,17,18,18,18,12,18,16,13,18,18,21,21,17,23,18,12,21,16,18,14,17,16,21,18,17,21,18,18,12,21,13,18,12,17,12,12,14,11,12,12,12,12,13,18,17,12,12,18,12,10,14,21,12,18,17,12,21,iPTF13ajg
6,6,0,0,6,9,6,8,6,6,19,13,12,0,6,6,6,19,3,7,15,3,0,6,6,0,21,4,4,3,0,6,6,0,15,21,4,21,1,6,6,6,5,3,21,13,5,9,6,9,0,20,20,0,0,6,6,6,6,6,6,6,6,6,SN2019bik
12,20,14,13,14,18,12,18,13,1,23,12,18,21,20,20,21,20,12,5,5,20,3,21,3,18,20,16,22,12,11,18,21,23,14,21,21,23,23,13,14,5,20,23,20,14,20,13,21,14,18,3,19,21,13,21,14,13,14,13,21,12,14,14,SDSS-IISN19059
19,11,12,12,11,1,2,8,2,21,21,18,1,5,11,8,2,21,10,17,10,3,19,1,2,18,21,4,4,21,3,15,0,11,13,7,4,10,10,2,20,5,11,21,10,10,10,5,19,20,11,20,5,20,20,11,6,6,11,19,21,4,7,0,PTF10gvl
0,6,6,19,7,5,6,0,9,9,6,17,7,12,0,6,16,23,0,7,7,20,15,6,6,0,15,4,4,18,15,6,6,6,5,7,4,11,15,9,6,6,5,7,7,20,0,6,6,0,5,10,21,20,6,6,6,0,20,17,12,0,6,6,SN2012cz
11,21,21,18,15,16,4,23,14,18,5,3,23,22,2,12,18,3,5,20,14,13,20,14,18,11,13,7,7,21,13,11,13,13,21,10,21,3,14,20,23,12,3,23,23,20,11,18,13,3,12,18,11,23,13,5,13,14,20,23,3,20,3,21,SNF20080723-012
5,5,19,15,19,19,19,5,5,19,19,0,15,15,19,5,5,15,8,5,5,19,15,19,5,15,11,4,4,18,5,19,5,15,11,14,4,21,19,5,5,5,15,19,11,0,0,5,19,5,0,0,19,19,19,5,20,19,19,5,5,5,5,5,SN2019bjp
9,9,8,17,13,21,15,0,9,20,7,21,15,13,13,3,5,10,21,12,16,2,0,3,17,14,21,4,4,10,23,13,20,15,23,10,4,10,21,21,14,14,14,14,14,18,10,21,15,15,6,6,3,21,13,0,1,21,1,10,12,20,15,9,SN2018ahe
12,21,12,23,13,12,18,18,20,3,18,18,20,12,2,12,20,14,12,11,20,20,18,13,13,12,1,22,22,3,13,13,11,14,18,1,10,19,12,3,18,18,14,14,21,3,13,14,11,21,3,21,7,23,1,12,14,18,18,14,3,11,14,18,SN2018fnc
18,13,13,21,18,12,14,14,21,12,14,14,18,13,12,18,14,20,3,18,13,21,20,21,13,16,11,17,7,11,12,21,20,12,20,12,10,3,3,12,13,18,12,23,20,12,18,21,16,14,21,13,21,18,18,20,16,13,18,21,18,18,18,21,SN2008ja
9,9,9,9,9,9,0,0,9,6,6,0,0,19,0,9,9,6,6,3,21,11,19,9,9,0,20,4,4,18,0,9,9,0,20,21,4,19,0,9,9,0,1,20,19,0,6,9,9,6,0,0,0,6,9,9,9,9,9,9,9,9,9,9,SN2018hck
9,6,0,0,1,6,9,6,9,6,0,1,3,2,9,9,9,6,19,13,21,2,9,9,9,6,5,4,4,11,9,9,9,6,5,21,4,11,9,9,9,6,1,3,14,19,6,9,9,6,19,14,1,8,6,9,9,6,6,1,1,8,6,9,SN2008iz
4,4,7,7,7,10,10,7,22,16,16,7,10,10,7,16,10,7,10,18,18,7,12,11,10,7,18,10,10,18,14,20,21,10,18,7,7,5,10,3,10,7,11,21,1,1,3,0,21,11,18,8,21,3,18,6,8,19,21,0,6,0,9,6,SN2006gi
0,15,15,15,0,15,5,0,0,0,13,3,1,20,15,9,15,5,1,12,21,18,5,0,15,5,3,4,4,21,21,15,0,5,13,7,4,12,13,0,0,5,5,13,13,20,5,6,6,13,1,5,1,20,15,0,0,0,15,15,5,0,0,6,PTF10abte
2,1,19,2,11,11,2,2,8,8,1,3,13,23,1,2,19,23,23,10,7,7,3,2,2,1,10,4,4,4,14,0,11,21,7,4,4,7,14,2,11,20,12,7,4,10,2,1,11,10,18,12,18,19,1,1,8,16,11,2,2,2,2,19,SN2019qc
0,0,6,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,11,21,4,4,18,5,0,0,5,20,12,4,18,20,19,0,6,6,0,0,0,6,19,19,0,0,0,6,0,6,19,0,6,0,0,0,19,0,0,SN2006fz
8,8,2,1,1,5,0,2,8,20,5,20,2,5,1,0,2,13,19,17,7,11,1,0,8,19,12,4,4,7,5,1,19,19,12,4,4,17,5,1,2,1,5,12,12,19,3,19,8,11,11,11,20,11,8,19,8,8,19,19,8,8,6,23,SN2017gtw
20,20,11,5,11,5,11,5,19,20,5,19,5,11,15,5,5,19,5,5,20,5,15,19,5,20,17,22,7,19,15,11,5,17,17,2,10,8,5,20,17,12,15,2,19,5,5,19,5,15,19,20,5,19,0,18,11,11,5,5,5,11,11,20,SN2018fop
0,6,0,0,0,0,0,6,0,19,11,3,1,1,8,15,0,11,5,11,11,2,9,7,0,3,21,4,4,21,5,7,1,11,11,23,7,21,3,15,6,19,11,11,11,14,19,6,6,6,6,1,19,11,11,19,6,6,6,0,6,0,6,6,SN2019kcv
6,6,0,0,5,20,18,0,9,6,19,18,18,18,23,8,0,19,3,18,7,18,18,19,6,5,18,4,4,10,18,6,0,18,12,7,4,23,1,6,19,18,18,21,14,1,0,19,1,23,21,14,18,19,0,0,0,19,3,5,0,0,0,9,SN2006ea
12,12,13,12,12,18,14,23,12,3,21,12,11,18,13,14,23,18,20,15,20,14,14,11,14,12,3,10,22,11,13,23,18,21,18,23,21,5,14,20,13,20,13,3,18,21,12,13,18,23,21,3,21,3,13,12,18,14,11,12,3,14,20,21,SDSS-IISN21288
19,12,15,8,1,11,0,0,12,3,23,12,21,18,18,3,13,2,11,21,17,20,10,20,3,23,16,4,4,10,10,11,20,21,23,4,4,21,21,2,12,18,18,21,12,5,14,5,1,11,20,20,20,12,11,19,19,15,20,1,20,5,1,0,SN2019rx
2,19,8,8,8,19,8,2,19,8,8,8,19,19,8,8,19,8,6,1,10,1,8,2,19,0,0,4,4,1,8,8,19,19,19,13,4,19,8,19,19,8,19,1,1,8,8,2,8,8,19,19,0,19,8,19,2,19,19,8,2,19,19,8,ASASSN-18xe
23,18,13,18,13,18,23,12,13,12,14,21,3,13,14,21,12,18,18,5,3,3,13,14,20,20,23,10,22,3,3,20,14,3,14,23,10,5,13,12,12,11,12,18,16,13,3,3,3,18,18,5,21,14,5,14,23,21,11,12,14,12,13,12,PSc210061
14,18,12,3,11,21,14,21,19,18,18,18,3,18,18,23,10,3,11,14,20,3,20,20,22,14,14,10,10,21,3,18,2,13,13,10,22,13,13,13,20,18,2,23,23,18,18,13,12,13,23,13,3,13,11,14,11,21,13,13,12,18,3,18,SDSS-IISN12124
13,11,14,23,13,11,14,16,11,11,20,23,18,18,11,13,10,21,5,13,19,14,20,18,3,3,14,21,22,5,13,20,18,13,18,22,21,5,18,14,13,20,5,3,14,11,13,11,10,10,23,10,11,3,13,23,13,21,23,10,12,18,20,18,SN2018cri
9,9,9,9,6,9,9,9,9,9,6,1,1,0,6,9,9,6,0,20,21,0,6,9,9,3,15,4,4,11,0,9,9,6,0,21,4,5,0,9,9,6,0,20,21,0,6,9,9,9,6,19,1,0,9,9,9,9,9,6,9,9,9,9,SN2001cg
12,12,21,21,18,23,14,14,18,12,12,21,21,13,21,20,16,14,20,20,15,20,13,21,3,13,23,22,22,12,3,14,20,21,13,3,7,14,14,14,14,23,5,3,11,3,18,18,14,21,13,23,18,18,14,14,3,14,13,21,13,18,14,3,SDSS-IISN20828
9,9,6,6,6,6,9,9,9,0,19,5,3,11,19,9,6,19,1,12,10,18,20,6,6,1,12,4,4,7,18,6,6,5,20,10,4,21,20,6,9,1,5,20,21,5,5,6,9,0,19,18,5,19,0,9,9,9,6,6,6,6,9,9,SN2012ar
12,16,13,14,13,13,18,18,21,14,18,21,3,14,14,13,13,3,11,20,11,18,20,21,13,13,18,7,7,5,18,3,12,20,14,18,18,18,18,13,20,13,3,3,18,18,18,13,18,13,3,12,13,14,23,14,12,18,14,3,13,13,21,14,SDSS-IISN5389
0,19,16,7,10,16,20,6,0,19,14,4,7,18,18,6,0,1,17,4,4,16,11,6,0,19,16,22,22,16,18,0,0,19,18,22,4,16,11,6,8,8,21,10,7,16,11,0,6,6,16,10,7,10,11,0,8,8,18,4,7,10,11,0,SN2012bi
12,3,21,14,21,23,21,16,12,12,21,12,18,20,23,11,21,3,18,23,18,18,10,12,13,18,11,10,10,11,11,13,21,3,23,21,10,3,12,13,13,18,20,18,18,14,18,13,12,16,3,12,14,3,18,21,18,12,21,21,14,12,23,14,SN2001bc
6,0,6,6,6,9,9,9,6,1,1,1,0,0,6,9,6,1,5,13,20,0,0,9,9,0,12,4,4,20,0,9,9,0,19,21,4,12,19,6,9,6,0,5,20,5,1,9,9,9,6,0,1,1,1,6,9,9,9,9,6,6,6,6,SN2001ax
6,6,6,6,6,6,6,8,8,6,8,19,19,19,6,6,0,6,2,14,3,1,1,6,0,19,11,4,4,1,1,8,6,19,11,21,4,18,1,8,6,8,11,11,21,2,19,0,6,6,8,19,19,8,8,6,8,6,6,6,6,6,6,8,SN2018aki
1,23,1,13,18,1,2,2,20,11,14,13,3,13,13,1,14,2,23,3,13,10,21,10,13,3,10,22,22,7,17,7,12,12,7,4,4,14,12,17,4,12,14,14,23,14,23,20,7,13,3,2,1,11,23,11,1,18,1,18,1,11,2,11,SN2012cm
13,20,14,16,3,14,21,16,21,14,11,3,23,18,14,20,23,20,14,21,21,14,3,14,14,23,21,7,7,17,3,1,14,23,20,7,4,12,3,18,18,21,11,12,20,23,13,18,3,18,3,14,23,13,18,13,14,3,20,11,12,20,13,21,PTF11foq
17,18,21,18,13,23,14,13,21,18,12,18,21,13,12,18,21,21,18,1,11,18,12,18,21,20,18,10,7,13,11,12,14,20,3,7,21,18,18,21,12,13,10,23,3,20,13,13,13,13,12,20,18,14,18,18,18,21,12,14,21,18,21,18,SDSS-IISN696
8,19,19,0,3,1,19,8,8,19,21,7,7,7,13,8,0,21,7,10,3,13,10,1,11,17,16,22,4,12,10,3,11,17,1,10,4,7,10,1,0,17,10,10,4,10,20,8,2,18,10,21,14,11,19,8,8,19,19,19,19,19,6,18,SNF20071012-011
14,14,13,11,13,18,14,13,13,14,13,11,12,12,11,18,14,21,1,14,20,20,14,20,16,13,11,22,22,3,21,18,3,18,3,13,10,3,21,11,18,20,14,23,13,13,18,14,18,18,12,20,3,12,3,23,21,20,13,21,13,12,13,18,SDSS-IISN1845
1,23,23,1,1,2,23,23,23,1,2,23,23,1,3,2,2,23,1,1,14,2,1,23,11,2,11,4,4,18,11,23,23,23,11,17,4,18,11,23,23,2,23,2,11,2,23,2,23,11,11,2,23,11,11,23,2,2,23,1,2,23,23,23,Gaia14adb
12,3,11,20,20,18,12,11,20,5,3,3,5,20,11,5,20,12,1,20,21,5,3,18,1,18,19,4,22,11,11,20,18,5,3,7,7,19,18,11,20,3,20,5,11,11,5,13,20,18,2,3,20,20,18,11,20,13,11,23,20,13,11,20,SDSS-IISN14227
12,13,18,14,23,11,21,14,3,13,21,21,18,11,17,21,23,18,14,1,14,18,23,18,13,3,3,21,7,5,14,18,13,21,3,20,12,3,3,23,20,14,23,21,3,13,3,21,13,13,14,3,20,3,3,14,14,12,21,20,13,14,21,20,SDSS-IISN20182
6,6,6,6,9,6,6,0,6,9,9,8,19,6,9,6,9,8,20,17,10,12,11,6,6,20,12,4,4,21,12,8,0,20,20,21,4,18,20,6,6,19,5,21,10,12,6,6,0,0,0,0,8,6,6,6,6,6,6,6,6,9,6,6,SN2019kai
9,9,9,9,9,9,9,9,8,8,2,2,8,6,9,9,23,23,23,23,23,23,2,9,2,23,23,22,4,23,23,8,6,23,23,14,22,14,23,0,9,6,2,23,23,23,23,1,9,9,9,8,2,2,8,8,6,9,9,9,9,9,9,9,SN2008im
15,19,1,15,1,0,19,19,1,1,1,19,5,1,5,19,1,1,15,21,23,20,1,0,0,15,13,4,4,5,3,19,5,5,1,21,4,5,1,5,1,1,1,5,14,1,15,0,15,0,19,5,15,1,0,1,5,5,3,15,15,5,0,5,SN2016hbj
10,3,3,1,2,5,1,23,10,10,10,14,3,1,19,1,3,10,10,22,10,3,3,19,3,21,10,22,22,10,23,5,11,20,21,4,22,10,10,14,1,2,3,1,10,10,10,21,1,23,1,18,14,14,10,21,3,1,8,5,11,13,20,11,SN2016fob
9,9,6,19,5,0,15,0,9,6,12,21,13,1,1,0,9,20,13,3,3,3,1,1,0,12,3,4,4,18,1,0,0,13,3,10,4,3,3,0,0,13,19,1,14,5,3,19,0,14,1,0,14,11,20,6,6,20,1,19,3,0,6,9,SN2006de
20,12,21,12,5,13,21,3,18,12,12,21,11,14,11,12,21,13,20,20,3,21,3,23,13,13,13,10,10,3,18,18,2,18,3,13,14,14,14,14,14,12,2,1,11,14,1,7,13,18,12,14,1,18,2,7,10,20,12,20,13,14,21,11,SN2010md
20,19,5,20,5,5,1,5,5,0,5,20,5,19,1,19,5,3,20,12,21,5,15,5,1,5,12,4,4,12,15,5,19,5,5,7,4,17,5,5,1,1,5,5,17,5,5,5,5,5,19,5,5,5,5,1,5,15,20,20,1,15,20,3,PS15dox
13,14,18,13,13,21,21,21,14,14,11,12,18,11,3,20,3,18,12,2,1,14,18,23,18,21,11,7,7,3,3,13,21,23,3,12,10,20,21,16,2,12,14,20,11,20,11,13,16,21,1,20,13,12,17,12,21,12,21,23,14,10,23,14,PSc010230
6,15,9,9,0,9,9,9,15,13,3,20,20,1,0,9,15,10,21,10,16,5,13,0,15,13,14,4,4,21,13,15,15,13,13,4,4,7,10,0,15,13,20,12,17,21,21,15,0,15,15,15,15,15,15,0,6,15,6,15,15,0,15,0,SN1984N
6,6,9,5,17,20,0,6,9,9,0,17,17,3,0,9,6,6,15,7,7,13,0,9,6,6,20,4,4,12,0,9,6,9,12,4,4,13,0,9,6,6,12,7,21,20,6,9,6,0,20,13,12,5,6,6,6,0,5,13,20,6,6,6,SN2001G
19,21,12,19,5,5,5,20,19,7,7,5,20,19,15,11,20,19,5,5,12,1,19,5,20,15,19,4,22,19,5,5,5,19,19,18,4,19,1,11,11,5,5,18,23,19,19,5,18,11,15,20,19,19,5,5,11,11,20,5,5,3,5,20,SDSS-IISN13979
12,13,13,13,18,14,12,12,18,3,23,14,3,13,12,18,14,21,11,18,3,11,12,13,14,14,20,21,7,18,13,13,11,23,23,23,21,20,13,12,13,3,11,14,18,18,20,13,14,23,14,18,18,21,12,20,16,23,18,13,12,10,18,13,PSc050172
18,14,20,13,16,10,21,3,13,11,14,18,1,23,13,18,18,16,2,5,10,5,3,3,18,23,7,4,4,7,18,23,3,11,17,4,7,3,21,21,16,13,11,3,3,23,3,11,14,21,3,12,3,23,21,5,18,11,13,18,12,23,13,21,SN2018jmu
10,18,19,0,19,6,9,6,10,21,10,21,11,1,2,6,16,21,18,21,18,18,18,14,21,10,14,22,7,21,14,18,11,13,18,21,7,18,14,10,0,21,12,14,14,14,14,12,9,0,3,23,14,10,7,21,6,1,9,6,8,0,15,12,SN2006rh
8,9,6,6,8,6,6,6,8,11,11,1,1,1,19,0,5,15,0,0,0,6,5,19,0,3,10,4,4,18,3,5,19,1,19,3,4,21,1,0,19,20,19,0,0,0,11,19,0,0,19,11,5,19,19,0,8,8,6,6,6,6,6,8,SN2019gbh
8,8,2,11,19,3,11,8,2,12,10,21,14,11,12,5,21,17,20,3,10,21,21,19,12,11,16,4,4,7,10,3,20,12,7,4,4,7,21,3,3,18,21,10,17,13,12,12,11,20,14,1,1,11,1,8,19,6,11,19,0,19,2,8,PS15aqz
5,5,0,0,19,0,19,19,0,20,12,5,0,0,15,0,0,20,17,10,5,15,15,0,15,19,21,4,4,1,0,19,19,0,0,10,4,7,19,0,5,15,0,0,7,7,12,0,0,0,5,19,0,20,20,5,19,5,15,0,0,0,5,1,SN2006qs
12,2,18,23,11,18,11,20,1,11,18,3,11,20,20,18,12,11,2,20,19,1,18,5,3,11,18,22,22,20,20,20,11,20,5,10,7,3,18,18,20,23,13,19,5,11,20,11,20,13,20,13,20,11,11,20,20,20,20,23,18,5,20,20,PSc470041
13,13,23,3,18,11,3,18,12,11,18,5,18,1,13,20,11,18,1,23,11,20,14,1,17,11,1,7,22,11,11,20,20,21,4,21,4,18,20,18,11,11,4,23,23,20,13,1,3,20,11,12,3,11,13,13,13,12,3,3,12,5,13,3,SN2006sl
6,6,9,9,6,6,9,6,6,8,0,0,0,0,6,6,6,8,0,11,18,19,0,6,6,0,5,4,4,18,19,6,6,0,5,21,4,18,19,6,6,0,0,19,18,0,0,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,9,6,SN1997ea
23,23,23,23,14,11,23,3,23,23,11,11,2,11,3,23,23,18,2,23,7,2,14,1,14,3,19,4,4,18,2,3,23,23,11,4,4,23,3,23,3,18,2,18,21,2,14,2,23,23,23,23,23,23,11,14,23,23,18,11,14,11,14,23,SN2019gcl
11,2,5,8,5,11,11,5,19,19,1,21,19,0,19,5,11,19,10,7,17,1,19,11,11,8,11,4,7,10,0,19,5,5,0,7,4,7,11,11,11,11,19,2,12,7,11,2,11,19,2,10,23,19,11,11,5,11,5,19,19,5,11,5,SN2018htu
14,14,3,14,14,14,18,14,14,11,23,14,23,14,14,14,11,23,23,21,17,3,23,13,14,18,20,4,4,20,23,23,23,14,19,7,4,13,3,14,3,23,14,20,12,2,23,14,11,16,16,16,3,14,14,23,14,14,11,11,16,3,11,14,SN2017eye
21,16,18,18,14,21,14,13,18,18,16,16,18,18,16,10,12,14,18,18,5,12,16,3,13,18,14,12,7,20,13,21,21,13,21,21,13,18,18,13,14,20,18,2,20,14,12,21,18,18,14,21,18,21,20,13,12,18,12,12,21,21,21,21,SDSS-IISN18838
21,3,12,13,1,14,14,18,23,11,3,12,14,13,12,11,3,18,1,20,18,14,11,13,14,14,13,7,7,18,3,13,13,7,18,21,17,5,20,18,1,12,18,13,20,14,18,14,18,14,18,3,18,14,14,23,18,5,18,11,14,16,13,18,SN2017ili
20,14,13,21,14,16,21,18,14,12,11,3,20,3,14,12,13,13,18,5,18,13,3,11,18,13,3,18,7,21,5,14,18,14,18,14,14,5,13,18,14,19,5,5,11,14,14,13,18,10,22,13,21,12,13,20,14,5,4,23,21,13,13,18,SDSS-IISN3277
20,23,3,3,20,5,11,21,3,20,23,18,11,2,21,22,20,11,20,19,5,10,10,4,20,11,1,21,22,15,21,14,21,5,3,11,10,19,11,18,13,3,5,11,11,18,3,1,23,5,5,23,14,19,20,18,13,13,16,12,11,20,18,20,SN2006pw
7,7,20,21,10,11,6,9,7,12,20,4,18,0,9,9,12,1,7,7,10,7,16,9,7,21,7,7,7,12,7,8,17,10,12,10,4,16,14,6,20,22,14,18,16,2,1,6,1,3,8,23,23,23,23,0,6,6,8,23,0,14,8,9,SN2000C
9,9,6,9,6,4,4,9,8,9,6,6,9,1,2,9,8,9,6,6,6,9,9,6,6,9,9,0,0,6,6,6,6,6,6,0,6,6,9,6,6,6,6,6,6,9,9,6,6,9,6,6,8,2,9,6,6,9,6,9,6,2,9,6,PTF12ffs
9,0,5,0,0,11,6,9,9,0,11,11,2,2,6,9,9,19,11,17,10,2,19,9,9,19,12,4,4,23,8,9,9,11,21,7,4,23,8,9,9,19,18,18,16,2,6,9,9,19,18,11,0,1,8,9,9,0,1,0,6,1,0,9,SN2003X
20,11,12,19,5,20,16,12,11,18,19,16,10,19,11,20,3,5,19,10,22,5,11,11,20,18,5,22,22,12,1,5,11,5,11,22,4,21,5,3,3,20,15,13,13,11,20,20,20,11,18,5,3,11,18,1,5,3,13,5,3,2,11,12,SDSS-IISN6469
15,15,8,18,17,20,6,9,5,10,16,14,3,13,1,9,22,10,2,4,21,3,3,9,4,10,5,4,4,14,14,6,16,20,1,4,4,10,1,9,6,7,13,14,10,7,21,6,0,13,15,13,13,13,3,9,6,21,1,15,15,13,5,6,SN2019wep
5,17,17,11,19,1,0,19,5,12,10,10,20,0,1,8,15,18,10,7,10,5,1,0,2,11,21,4,4,18,20,2,8,19,5,7,4,7,11,19,2,8,1,18,4,7,21,11,1,1,19,5,20,17,17,20,2,8,8,19,20,20,17,20,PS15ou
3,18,18,11,18,3,11,18,20,3,11,20,20,11,18,5,20,11,3,11,20,1,13,18,18,11,3,22,22,1,5,18,20,11,5,7,22,3,20,5,13,2,20,1,1,13,20,20,3,20,20,5,23,3,11,18,23,13,18,20,11,12,18,20,SDSS-IISN7777
12,13,3,16,13,23,18,18,20,5,3,7,10,23,14,18,18,12,11,19,1,1,18,18,18,13,18,22,22,22,20,13,12,20,20,7,10,14,20,18,18,13,11,23,11,23,3,3,13,18,13,18,18,14,18,20,14,13,3,14,3,11,17,21,SDSS-IISN14964
13,13,21,17,21,18,21,13,20,18,18,11,18,13,14,13,14,11,12,5,20,18,11,18,20,12,20,16,22,1,11,12,21,16,3,23,21,20,18,13,14,20,14,18,3,18,3,20,14,18,21,3,14,18,11,21,20,14,10,5,18,18,14,14,DES17X2bmp
19,19,19,5,5,19,1,19,2,0,11,21,12,12,19,19,19,19,10,12,18,12,5,1,19,11,7,4,4,7,11,5,11,19,16,17,4,7,11,0,5,17,20,5,18,21,19,19,0,12,17,17,12,5,20,8,19,19,5,17,12,5,5,8,SN2019wgx
21,20,12,13,23,18,5,21,3,12,20,18,20,13,12,13,12,18,3,14,1,14,18,23,13,20,18,22,22,14,5,16,21,20,14,16,22,14,20,14,20,11,14,3,13,21,18,14,18,21,18,13,13,23,21,14,12,12,11,3,18,20,13,18,SDSS-IISN3539
21,14,14,18,23,14,13,21,3,12,3,3,12,20,21,11,21,13,14,11,3,20,20,12,14,21,1,22,22,20,20,18,11,13,3,12,10,11,12,12,13,3,3,3,18,21,11,14,13,13,14,18,18,21,23,23,14,23,12,20,12,5,21,18,PSc420138
9,11,12,12,20,0,6,15,5,17,20,17,21,17,9,12,14,8,1,21,23,10,1,20,3,19,10,4,4,10,1,12,1,15,21,7,4,12,0,0,19,19,14,21,21,19,14,13,0,0,8,12,17,17,21,0,0,6,6,6,20,19,9,19,SN2018cew
14,13,21,20,23,1,1,11,10,13,13,13,13,23,23,3,22,21,13,21,18,23,23,2,4,22,10,22,22,14,1,23,10,22,10,10,22,7,13,1,21,21,17,4,21,20,3,3,3,13,3,13,3,1,23,23,23,11,23,11,14,1,23,1,SN2016cda
5,5,5,5,5,11,15,20,5,5,19,5,19,5,19,19,5,5,20,12,20,5,19,19,5,5,11,4,4,5,11,19,11,5,11,17,4,20,11,19,5,15,19,5,20,20,5,19,11,5,0,19,19,5,19,19,5,20,20,20,5,5,20,5,SDSS-IISN20431
6,6,0,18,7,21,16,13,6,0,1,16,14,10,21,21,0,1,18,16,21,7,21,3,0,3,21,22,22,7,14,0,19,14,10,10,4,18,3,6,13,14,16,21,21,21,11,6,3,1,10,21,10,3,6,6,21,13,10,10,14,19,6,6,PS15cjr
12,13,21,14,12,14,18,13,20,5,18,3,12,3,18,18,16,21,13,19,3,20,14,11,18,18,5,7,22,3,14,18,23,20,23,7,22,14,20,21,13,18,13,23,16,19,20,18,23,18,3,3,14,14,21,14,18,13,20,12,18,14,14,18,SDSS-IISN20357
9,9,9,9,9,9,9,6,9,6,0,0,6,0,0,6,9,8,1,10,7,6,0,6,6,0,12,4,4,17,0,6,6,0,5,7,4,7,1,9,6,0,0,15,17,3,8,9,6,6,6,6,0,6,6,9,6,9,9,9,9,9,9,9,SN2017hn
10,23,11,20,18,12,13,18,14,23,20,14,18,20,18,3,13,12,3,11,1,23,13,18,3,20,14,22,22,3,23,20,13,18,21,3,7,3,18,13,20,20,23,1,1,23,7,22,21,13,18,13,18,3,3,14,21,12,21,3,13,14,20,18,SN2006qd
13,23,3,11,3,23,11,23,23,18,12,23,5,11,14,3,3,11,23,1,5,11,18,11,18,23,19,4,4,1,18,2,18,18,19,17,7,1,23,3,11,11,23,19,1,23,11,18,14,23,18,3,23,14,18,23,11,18,23,23,11,20,2,20,SN2017gci
18,11,12,20,11,18,11,20,18,11,13,20,11,18,18,12,12,12,18,16,18,20,3,12,12,5,14,22,22,23,20,20,3,13,18,18,4,18,20,11,12,12,13,23,14,13,18,13,20,20,18,18,11,3,23,3,18,20,20,20,18,20,20,18,SDSS-IISN4530
9,9,6,0,0,0,6,9,9,11,14,3,3,5,3,6,6,14,13,10,10,18,5,6,6,23,17,4,4,21,20,0,6,1,12,4,4,10,13,0,9,1,5,12,7,21,10,0,9,8,1,1,5,13,20,9,9,9,6,6,0,0,9,9,SN1987B
13,16,7,20,11,3,18,13,21,11,3,3,21,11,16,3,23,20,3,18,14,18,23,21,12,11,20,10,10,13,3,14,21,12,18,12,10,12,20,14,3,13,3,14,12,3,20,21,21,3,14,23,12,20,23,20,21,13,12,13,3,20,14,14,SDSS-IISN7039
18,11,5,14,14,21,3,20,3,11,18,3,21,21,3,11,11,18,21,21,10,17,13,13,11,23,13,22,22,21,14,13,23,18,21,7,22,17,13,3,11,13,12,10,21,13,14,5,12,23,23,14,12,18,5,14,23,1,18,11,13,23,23,22,SN2020pc
3,3,10,21,11,14,12,11,21,21,21,23,11,14,20,18,3,11,14,1,10,11,3,3,18,3,18,10,4,5,18,18,14,20,13,20,10,3,11,18,14,10,10,1,3,14,23,18,3,10,7,21,13,13,23,18,16,20,21,3,13,13,20,11,SDSS-IISN6327
